title,district,district_code,total_price,unit_price,house_info,follow_info,url,community
花地大道 4室1厅 130平米,荔湾区,荔湾,625.2,48248,4室1厅 130平米 南 精装 低楼层 共15层 2002年建,23人关注 27天前发布,https://example.com/house_12433,花地大道
淘金家园 3室2厅 100平米,越秀区,越秀,452.1,45120,3室2厅 100平米 南北 简装 高楼层 共19层 2004年建,24人关注 40天前发布,https://example.com/house_12434,淘金家园
洛溪花园 5室2厅 231平米,番禺区,番禺,862.0,37272,5室2厅 231平米 南 豪装 中楼层 共21层 2011年建,42人关注 46天前发布,https://example.com/house_12435,洛溪花园
江南大道 2室1厅 95平米,海珠区,海珠,423.8,44540,2室1厅 95平米 东南 豪装 中楼层 共20层 2010年建,24人关注 33天前发布,https://example.com/house_12436,江南大道
环市东花园 3室2厅 88平米,越秀区,越秀,577.8,65717,3室2厅 88平米 南北 精装 中楼层 共13层 1994年建,16人关注 25天前发布,https://example.com/house_12437,环市东花园
华景新城 2室1厅 91平米,天河区,天河,424.6,46693,2室1厅 91平米 南北 简装 中楼层 共10层 2009年建,23人关注 9天前发布,https://example.com/house_12438,华景新城
广州大道花园 3室1厅 84平米,越秀区,越秀,465.7,55202,3室1厅 84平米 东 简装 中楼层 共20层 1999年建,25人关注 7天前发布,https://example.com/house_12439,广州大道花园
南岗花园 2室1厅 84平米,黄埔区,黄埔,392.6,46905,2室1厅 84平米 西 简装 高楼层 共26层 2013年建,19人关注 25天前发布,https://example.com/house_12440,南岗花园
西关大屋 2室1厅 64平米,荔湾区,荔湾,311.2,48391,2室1厅 64平米 东南 精装 中楼层 共13层 2023年建,17人关注 24天前发布,https://example.com/house_12441,西关大屋
钟村花园 3室1厅 135平米,番禺区,番禺,438.2,32512,3室1厅 135平米 东北 精装 低楼层 共10层 2023年建,12人关注 20天前发布,https://example.com/house_12442,钟村花园
黄花岗花园 1室1厅 50平米,越秀区,越秀,180.4,36301,1室1厅 50平米 南 精装 低楼层 共15层 1994年建,6人关注 83天前发布,https://example.com/house_12443,黄花岗花园
员村山顶 3室1厅 109平米,天河区,天河,555.8,51166,3室1厅 109平米 南 精装 高楼层 共22层 1998年建,28人关注 13天前发布,https://example.com/house_12444,员村山顶
石牌村 2室1厅 87平米,天河区,天河,735.4,84291,2室1厅 87平米 南 豪装 低楼层 共12层 2017年建,31人关注 4天前发布,https://example.com/house_12445,石牌村
赤岗花园 3室1厅 55平米,海珠区,海珠,176.7,32309,3室1厅 55平米 南北 简装 中楼层 共15层 2002年建,11人关注 0天前发布,https://example.com/house_12446,赤岗花园
东涌花园 2室1厅 55平米,番禺区,番禺,170.4,31125,2室1厅 55平米 南 精装 高楼层 共6层 2008年建,15人关注 20天前发布,https://example.com/house_12447,东涌花园
广园路小区 3室2厅 109平米,白云区,白云,328.2,30137,3室2厅 109平米 西南 精装 高楼层 共34层 2021年建,20人关注 0天前发布,https://example.com/house_12448,广园路小区
黄花岗花园 4室1厅 140平米,越秀区,越秀,751.5,53568,4室1厅 140平米 南 简装 高楼层 共21层 2006年建,34人关注 14天前发布,https://example.com/house_12449,黄花岗花园
开发区花园 2室1厅 107平米,黄埔区,黄埔,400.7,37606,2室1厅 107平米 南 精装 高楼层 共22层 2021年建,23人关注 13天前发布,https://example.com/house_12450,开发区花园
广园路小区 4室1厅 109平米,白云区,白云,375.8,34554,4室1厅 109平米 南 简装 低楼层 共32层 2016年建,14人关注 3天前发布,https://example.com/house_12451,广园路小区
骏景花园 3室1厅 125平米,天河区,天河,995.8,79452,3室1厅 125平米 南 简装 中楼层 共16层 2014年建,48人关注 33天前发布,https://example.com/house_12452,骏景花园
南岗花园 2室1厅 90平米,黄埔区,黄埔,406.2,45352,2室1厅 90平米 西 豪装 高楼层 共26层 2009年建,20人关注 37天前发布,https://example.com/house_12453,南岗花园
东山口花园 3室2厅 102平米,越秀区,越秀,664.3,65119,3室2厅 102平米 南 简装 高楼层 共8层 2016年建,27人关注 190天前发布,https://example.com/house_12454,东山口花园
珠江新城花园 3室1厅 71平米,天河区,天河,539.1,75693,3室1厅 71平米 东南 简装 中楼层 共21层 2006年建,30人关注 53天前发布,https://example.com/house_12455,珠江新城花园
广州大道花园 2室1厅 89平米,越秀区,越秀,348.4,38979,2室1厅 89平米 北 精装 低楼层 共22层 2012年建,15人关注 0天前发布,https://example.com/house_12456,广州大道花园
滨江东花园 1室1厅 38平米,海珠区,海珠,129.7,34195,1室1厅 38平米 南 精装 高楼层 共8层 2016年建,4人关注 5天前发布,https://example.com/house_12457,滨江东花园
华海大厦 4室1厅 131平米,海珠区,海珠,755.9,57597,4室1厅 131平米 北 精装 低楼层 共6层 2006年建,42人关注 51天前发布,https://example.com/house_12458,华海大厦
建设六马路 5室1厅 170平米,越秀区,越秀,1000.5,59000,5室1厅 170平米 东北 简装 高楼层 共21层 2003年建,49人关注 45天前发布,https://example.com/house_12459,建设六马路
华景新城 2室1厅 91平米,天河区,天河,665.9,73215,2室1厅 91平米 北 豪装 低楼层 共10层 2008年建,40人关注 43天前发布,https://example.com/house_12460,华景新城
永泰花园 3室1厅 105平米,白云区,白云,365.4,34884,3室1厅 105平米 东南 精装 高楼层 共29层 2021年建,15人关注 16天前发布,https://example.com/house_12461,永泰花园
洛溪花园 2室1厅 82平米,番禺区,番禺,282.8,34289,2室1厅 82平米 南北 精装 高楼层 共23层 2001年建,17人关注 1天前发布,https://example.com/house_12462,洛溪花园
黄石路 3室1厅 128平米,白云区,白云,518.9,40465,3室1厅 128平米 南 豪装 中楼层 共34层 2017年建,24人关注 14天前发布,https://example.com/house_12463,黄石路
东山口花园 2室1厅 72平米,越秀区,越秀,342.0,47434,2室1厅 72平米 南 精装 高楼层 共9层 2009年建,18人关注 72天前发布,https://example.com/house_12464,东山口花园
大新路小区 3室1厅 101平米,越秀区,越秀,478.8,47621,3室1厅 101平米 北 精装 中楼层 共10层 2015年建,17人关注 12天前发布,https://example.com/house_12465,大新路小区
淘金家园 4室1厅 140平米,越秀区,越秀,891.3,63553,4室1厅 140平米 东南 简装 低楼层 共10层 2012年建,44人关注 64天前发布,https://example.com/house_12466,淘金家园
石牌村 2室1厅 104平米,天河区,天河,482.4,46357,2室1厅 104平米 南北 精装 高楼层 共15层 2019年建,16人关注 19天前发布,https://example.com/house_12467,石牌村
中山八路 3室1厅 84平米,荔湾区,荔湾,430.7,51169,3室1厅 84平米 东南 简装 中楼层 共11层 2003年建,28人关注 2天前发布,https://example.com/house_12468,中山八路
黄沙大道 3室1厅 126平米,荔湾区,荔湾,562.1,44469,3室1厅 126平米 北 简装 低楼层 共15层 2004年建,19人关注 34天前发布,https://example.com/house_12469,黄沙大道
同德花园 2室1厅 49平米,白云区,白云,206.7,42258,2室1厅 49平米 南 精装 高楼层 共26层 2014年建,11人关注 1天前发布,https://example.com/house_12470,同德花园
石井花园 4室2厅 165平米,白云区,白云,455.5,27544,4室2厅 165平米 南北 精装 高楼层 共27层 2013年建,19人关注 61天前发布,https://example.com/house_12471,石井花园
大新路小区 4室1厅 133平米,越秀区,越秀,758.6,57212,4室1厅 133平米 南 简装 低楼层 共6层 2000年建,35人关注 17天前发布,https://example.com/house_12472,大新路小区
黄花岗花园 2室1厅 72平米,越秀区,越秀,346.3,48049,2室1厅 72平米 东南 简装 高楼层 共21层 2009年建,21人关注 5天前发布,https://example.com/house_12473,黄花岗花园
广园路小区 2室1厅 70平米,白云区,白云,228.1,32711,2室1厅 70平米 东 精装 高楼层 共33层 2001年建,15人关注 46天前发布,https://example.com/house_12474,广园路小区
环市东花园 2室1厅 77平米,越秀区,越秀,384.3,50086,2室1厅 77平米 南 毛坯 低楼层 共8层 2002年建,18人关注 20天前发布,https://example.com/house_12475,环市东花园
东山口花园 4室1厅 177平米,越秀区,越秀,1247.2,70374,4室1厅 177平米 东南 精装 低楼层 共18层 2005年建,61人关注 37天前发布,https://example.com/house_12476,东山口花园
赤岗花园 2室1厅 72平米,海珠区,海珠,373.4,51876,2室1厅 72平米 东 简装 中楼层 共18层 2016年建,21人关注 32天前发布,https://example.com/house_12477,赤岗花园
环市东花园 3室2厅 113平米,越秀区,越秀,595.9,52938,3室2厅 113平米 南北 精装 中楼层 共13层 1999年建,33人关注 53天前发布,https://example.com/house_12478,环市东花园
骏景花园 3室2厅 128平米,天河区,天河,1040.5,80976,3室2厅 128平米 南北 豪装 低楼层 共11层 2015年建,49人关注 30天前发布,https://example.com/house_12479,骏景花园
黄埔花园 2室1厅 61平米,黄埔区,黄埔,220.3,36104,2室1厅 61平米 东南 简装 中楼层 共24层 2008年建,12人关注 2天前发布,https://example.com/house_12480,黄埔花园
港湾花园 1室1厅 47平米,黄埔区,黄埔,187.3,39563,1室1厅 47平米 南 精装 中楼层 共24层 2006年建,7人关注 16天前发布,https://example.com/house_12481,港湾花园
二沙岛花园 3室2厅 150平米,越秀区,越秀,884.9,58959,3室2厅 150平米 西南 精装 高楼层 共21层 1996年建,45人关注 18天前发布,https://example.com/house_12482,二沙岛花园
体育西路小区 2室1厅 85平米,天河区,天河,670.5,78530,2室1厅 85平米 东 豪装 低楼层 共20层 2006年建,44人关注 2天前发布,https://example.com/house_12483,体育西路小区
广园路小区 2室1厅 55平米,白云区,白云,202.5,36664,2室1厅 55平米 西南 简装 中楼层 共33层 2021年建,9人关注 21天前发布,https://example.com/house_12484,广园路小区
建设六马路 4室1厅 106平米,越秀区,越秀,623.8,58951,4室1厅 106平米 东南 精装 高楼层 共6层 2007年建,25人关注 16天前发布,https://example.com/house_12485,建设六马路
客村花园 3室1厅 91平米,海珠区,海珠,534.7,58608,3室1厅 91平米 西 简装 高楼层 共15层 2016年建,22人关注 26天前发布,https://example.com/house_12486,客村花园
猎德花园 4室1厅 103平米,天河区,天河,796.1,77323,4室1厅 103平米 南 简装 高楼层 共22层 2018年建,35人关注 7天前发布,https://example.com/house_12487,猎德花园
二沙岛花园 2室1厅 73平米,越秀区,越秀,455.5,62483,2室1厅 73平米 南 简装 低楼层 共12层 2020年建,16人关注 20天前发布,https://example.com/house_12488,二沙岛花园
嘉禾花园 3室1厅 96平米,白云区,白云,321.2,33623,3室1厅 96平米 南 毛坯 高楼层 共33层 2005年建,18人关注 6天前发布,https://example.com/house_12489,嘉禾花园
萝岗花园 3室2厅 115平米,黄埔区,黄埔,439.7,38255,3室2厅 115平米 东北 精装 高楼层 共33层 2022年建,25人关注 6天前发布,https://example.com/house_12490,萝岗花园
建设六马路 3室1厅 87平米,越秀区,越秀,483.0,55300,3室1厅 87平米 北 简装 中楼层 共12层 2003年建,16人关注 107天前发布,https://example.com/house_12491,建设六马路
署前路小区 3室1厅 54平米,越秀区,越秀,265.5,49438,3室1厅 54平米 东南 精装 低楼层 共12层 1996年建,10人关注 6天前发布,https://example.com/house_12492,署前路小区
珠江新城花园 2室1厅 91平米,天河区,天河,623.4,68290,2室1厅 91平米 南北 简装 低楼层 共23层 2016年建,25人关注 19天前发布,https://example.com/house_12493,珠江新城花园
石牌村 3室1厅 126平米,天河区,天河,789.9,62521,3室1厅 126平米 东 简装 低楼层 共22层 2004年建,39人关注 11天前发布,https://example.com/house_12494,石牌村
洛溪花园 2室1厅 94平米,番禺区,番禺,303.6,32256,2室1厅 94平米 北 简装 高楼层 共18层 2009年建,12人关注 36天前发布,https://example.com/house_12495,洛溪花园
广园路小区 3室1厅 130平米,白云区,白云,516.1,39605,3室1厅 130平米 南 豪装 中楼层 共23层 2003年建,29人关注 13天前发布,https://example.com/house_12496,广园路小区
中山八路 5室1厅 176平米,荔湾区,荔湾,1026.0,58436,5室1厅 176平米 南 简装 中楼层 共15层 2007年建,50人关注 3天前发布,https://example.com/house_12497,中山八路
同德花园 1室1厅 50平米,白云区,白云,174.2,35018,1室1厅 50平米 东 简装 中楼层 共27层 2010年建,10人关注 31天前发布,https://example.com/house_12498,同德花园
开发区花园 4室1厅 149平米,黄埔区,黄埔,834.4,56094,4室1厅 149平米 西南 精装 低楼层 共20层 2011年建,39人关注 12天前发布,https://example.com/house_12499,开发区花园
丰乐花园 4室1厅 124平米,黄埔区,黄埔,505.9,40697,4室1厅 124平米 西 毛坯 中楼层 共34层 2012年建,21人关注 2天前发布,https://example.com/house_12500,丰乐花园
棠下小区 2室1厅 76平米,天河区,天河,493.6,64843,2室1厅 76平米 南 豪装 中楼层 共7层 2015年建,21人关注 78天前发布,https://example.com/house_12501,棠下小区
天河北雅居 2室1厅 69平米,天河区,天河,466.9,67446,2室1厅 69平米 东 精装 高楼层 共24层 2004年建,25人关注 14天前发布,https://example.com/house_12502,天河北雅居
太和花园 3室1厅 84平米,白云区,白云,241.1,28555,3室1厅 84平米 东南 精装 低楼层 共26层 2020年建,14人关注 10天前发布,https://example.com/house_12503,太和花园
工业大道 3室1厅 105平米,海珠区,海珠,504.4,48249,3室1厅 105平米 南北 精装 高楼层 共10层 2008年建,25人关注 3天前发布,https://example.com/house_12504,工业大道
化龙花园 3室1厅 96平米,番禺区,番禺,222.8,23284,3室1厅 96平米 南 豪装 中楼层 共17层 2007年建,12人关注 65天前发布,https://example.com/house_12505,化龙花园
石井花园 3室1厅 129平米,白云区,白云,611.7,47544,3室1厅 129平米 东 简装 低楼层 共28层 2010年建,26人关注 86天前发布,https://example.com/house_12506,石井花园
钟村花园 1室1厅 30平米,番禺区,番禺,90.9,30291,1室1厅 30平米 南 简装 中楼层 共6层 2011年建,6人关注 5天前发布,https://example.com/house_12507,钟村花园
建设六马路 3室1厅 68平米,越秀区,越秀,308.0,45612,3室1厅 68平米 西南 豪装 中楼层 共12层 2006年建,18人关注 2天前发布,https://example.com/house_12508,建设六马路
港湾花园 3室1厅 133平米,黄埔区,黄埔,713.6,53508,3室1厅 133平米 东南 豪装 中楼层 共30层 2002年建,25人关注 109天前发布,https://example.com/house_12509,港湾花园
烈士陵园 2室1厅 106平米,越秀区,越秀,593.6,55904,2室1厅 106平米 东 简装 中楼层 共21层 2017年建,29人关注 4天前发布,https://example.com/house_12510,烈士陵园
东涌花园 3室2厅 109平米,番禺区,番禺,339.2,31215,3室2厅 109平米 南 精装 中楼层 共16层 2007年建,10人关注 60天前发布,https://example.com/house_12511,东涌花园
骏景花园 3室1厅 117平米,天河区,天河,786.0,67089,3室1厅 117平米 南北 精装 高楼层 共12层 2002年建,36人关注 0天前发布,https://example.com/house_12512,骏景花园
江南大道 3室1厅 84平米,海珠区,海珠,371.9,44443,3室1厅 84平米 南 精装 低楼层 共8层 2010年建,15人关注 14天前发布,https://example.com/house_12513,江南大道
永泰花园 4室1厅 151平米,白云区,白云,553.4,36730,4室1厅 151平米 东南 简装 中楼层 共30层 2008年建,24人关注 24天前发布,https://example.com/house_12514,永泰花园
瑞宝花园 2室1厅 66平米,海珠区,海珠,349.5,53056,2室1厅 66平米 西 简装 高楼层 共21层 2009年建,17人关注 114天前发布,https://example.com/house_12515,瑞宝花园
瑞宝花园 3室1厅 87平米,海珠区,海珠,529.1,60798,3室1厅 87平米 南 精装 低楼层 共12层 1999年建,24人关注 60天前发布,https://example.com/house_12516,瑞宝花园
南村花园 1室1厅 42平米,番禺区,番禺,120.5,28747,1室1厅 42平米 南 豪装 中楼层 共16层 1999年建,8人关注 63天前发布,https://example.com/house_12517,南村花园
赤岗花园 2室1厅 77平米,海珠区,海珠,332.8,43447,2室1厅 77平米 南 精装 中楼层 共14层 2002年建,10人关注 24天前发布,https://example.com/house_12518,赤岗花园
陈家祠花园 3室1厅 110平米,荔湾区,荔湾,527.6,47928,3室1厅 110平米 东北 简装 低楼层 共7层 2007年建,25人关注 63天前发布,https://example.com/house_12519,陈家祠花园
骏景花园 2室1厅 78平米,天河区,天河,460.7,59167,2室1厅 78平米 北 豪装 高楼层 共10层 1991年建,25人关注 69天前发布,https://example.com/house_12520,骏景花园
文冲花园 4室1厅 107平米,黄埔区,黄埔,371.8,34600,4室1厅 107平米 东南 精装 高楼层 共27层 2018年建,20人关注 125天前发布,https://example.com/house_12521,文冲花园
陈家祠花园 2室1厅 74平米,荔湾区,荔湾,351.9,47259,2室1厅 74平米 南 毛坯 高楼层 共10层 1995年建,24人关注 84天前发布,https://example.com/house_12522,陈家祠花园
华海大厦 2室1厅 90平米,海珠区,海珠,509.7,56547,2室1厅 90平米 南北 精装 低楼层 共23层 1998年建,31人关注 1天前发布,https://example.com/house_12523,华海大厦
珠江新城花园 1室1厅 42平米,天河区,天河,269.2,64542,1室1厅 42平米 北 豪装 低楼层 共17层 2012年建,17人关注 62天前发布,https://example.com/house_12524,珠江新城花园
多宝路 3室2厅 100平米,荔湾区,荔湾,327.5,32650,3室2厅 100平米 西 简装 中楼层 共8层 2000年建,10人关注 48天前发布,https://example.com/house_12525,多宝路
体育西路小区 3室2厅 133平米,天河区,天河,803.5,60368,3室2厅 133平米 南 豪装 中楼层 共16层 2006年建,34人关注 82天前发布,https://example.com/house_12526,体育西路小区
龙口西小区 3室1厅 115平米,天河区,天河,651.3,56577,3室1厅 115平米 南北 精装 高楼层 共23层 2009年建,23人关注 12天前发布,https://example.com/house_12527,龙口西小区
恩宁路 1室1厅 47平米,荔湾区,荔湾,185.7,39869,1室1厅 47平米 西南 精装 低楼层 共22层 1994年建,13人关注 132天前发布,https://example.com/house_12528,恩宁路
猎德花园 5室1厅 177平米,天河区,天河,1442.1,81394,5室1厅 177平米 南北 精装 低楼层 共6层 2022年建,69人关注 16天前发布,https://example.com/house_12529,猎德花园
天河北雅居 3室1厅 88平米,天河区,天河,578.6,65709,3室1厅 88平米 南北 简装 高楼层 共22层 2005年建,28人关注 95天前发布,https://example.com/house_12530,天河北雅居
广园路小区 4室1厅 141平米,白云区,白云,601.5,42786,4室1厅 141平米 东南 毛坯 高楼层 共32层 2008年建,34人关注 30天前发布,https://example.com/house_12531,广园路小区
体育西路小区 1室1厅 49平米,天河区,天河,239.2,48740,1室1厅 49平米 南北 豪装 高楼层 共19层 1993年建,12人关注 6天前发布,https://example.com/house_12532,体育西路小区
建设六马路 4室1厅 148平米,越秀区,越秀,734.2,49456,4室1厅 148平米 南 精装 中楼层 共19层 2000年建,53人关注 11天前发布,https://example.com/house_12533,建设六马路
猎德花园 3室2厅 100平米,天河区,天河,761.5,76064,3室2厅 100平米 南北 豪装 低楼层 共8层 2019年建,22人关注 102天前发布,https://example.com/house_12534,猎德花园
陈家祠花园 3室1厅 112平米,荔湾区,荔湾,447.9,40051,3室1厅 112平米 南 精装 中楼层 共6层 1993年建,16人关注 10天前发布,https://example.com/house_12535,陈家祠花园
嘉禾花园 3室2厅 82平米,白云区,白云,288.2,34938,3室2厅 82平米 南北 精装 低楼层 共24层 2002年建,7人关注 11天前发布,https://example.com/house_12536,嘉禾花园
石井花园 4室1厅 144平米,白云区,白云,450.3,31276,4室1厅 144平米 南北 简装 高楼层 共28层 2016年建,15人关注 17天前发布,https://example.com/house_12537,石井花园
环市东花园 5室1厅 188平米,越秀区,越秀,1257.8,66964,5室1厅 188平米 北 简装 中楼层 共23层 2000年建,60人关注 26天前发布,https://example.com/house_12538,环市东花园
龙口西小区 2室1厅 71平米,天河区,天河,454.1,63691,2室1厅 71平米 北 简装 高楼层 共17层 1997年建,18人关注 63天前发布,https://example.com/house_12539,龙口西小区
珠江新城花园 2室1厅 61平米,天河区,天河,459.0,74969,2室1厅 61平米 北 豪装 中楼层 共12层 2015年建,21人关注 15天前发布,https://example.com/house_12540,珠江新城花园
华海大厦 3室2厅 135平米,海珠区,海珠,750.1,55720,3室2厅 135平米 南 简装 中楼层 共21层 2008年建,36人关注 10天前发布,https://example.com/house_12541,华海大厦
钟村花园 2室1厅 78平米,番禺区,番禺,261.2,33519,2室1厅 78平米 东 豪装 中楼层 共18层 2023年建,16人关注 13天前发布,https://example.com/house_12542,钟村花园
淘金家园 1室1厅 47平米,越秀区,越秀,214.6,45769,1室1厅 47平米 南北 豪装 高楼层 共15层 2004年建,9人关注 73天前发布,https://example.com/house_12543,淘金家园
环市东花园 3室1厅 83平米,越秀区,越秀,468.0,56373,3室1厅 83平米 南北 精装 低楼层 共18层 2007年建,29人关注 32天前发布,https://example.com/house_12544,环市东花园
石牌村 1室1厅 43平米,天河区,天河,274.5,64474,1室1厅 43平米 南北 精装 高楼层 共18层 2002年建,10人关注 32天前发布,https://example.com/house_12545,石牌村
花地大道 4室2厅 122平米,荔湾区,荔湾,611.5,50142,4室2厅 122平米 南 豪装 中楼层 共7层 2008年建,42人关注 52天前发布,https://example.com/house_12546,花地大道
同德花园 4室1厅 173平米,白云区,白云,629.4,36357,4室1厅 173平米 南北 精装 低楼层 共25层 2001年建,28人关注 5天前发布,https://example.com/house_12547,同德花园
花地大道 3室1厅 102平米,荔湾区,荔湾,439.1,43188,3室1厅 102平米 东北 豪装 低楼层 共16层 1998年建,19人关注 137天前发布,https://example.com/house_12548,花地大道
科学城花园 3室2厅 114平米,黄埔区,黄埔,379.0,33359,3室2厅 114平米 东 简装 中楼层 共23层 2016年建,18人关注 11天前发布,https://example.com/house_12549,科学城花园
华海大厦 3室2厅 119平米,海珠区,海珠,665.1,55661,3室2厅 119平米 东南 精装 高楼层 共22层 2009年建,31人关注 7天前发布,https://example.com/house_12550,华海大厦
员村山顶 4室1厅 161平米,天河区,天河,1186.7,73746,4室1厅 161平米 西北 简装 高楼层 共21层 2004年建,56人关注 31天前发布,https://example.com/house_12551,员村山顶
二沙岛花园 3室1厅 106平米,越秀区,越秀,699.6,66304,3室1厅 106平米 西 豪装 低楼层 共12层 2015年建,32人关注 3天前发布,https://example.com/house_12552,二沙岛花园
永泰花园 4室1厅 131平米,白云区,白云,458.1,34956,4室1厅 131平米 西 简装 低楼层 共22层 2007年建,20人关注 41天前发布,https://example.com/house_12553,永泰花园
黄沙大道 3室1厅 84平米,荔湾区,荔湾,384.0,45476,3室1厅 84平米 东北 毛坯 高楼层 共9层 2003年建,23人关注 20天前发布,https://example.com/house_12554,黄沙大道
中山八路 3室1厅 138平米,荔湾区,荔湾,780.9,56610,3室1厅 138平米 东南 简装 中楼层 共10层 2002年建,36人关注 0天前发布,https://example.com/house_12555,中山八路
同德花园 2室1厅 110平米,白云区,白云,444.7,40569,2室1厅 110平米 南北 精装 低楼层 共34层 2010年建,21人关注 5天前发布,https://example.com/house_12556,同德花园
多宝路 3室1厅 124平米,荔湾区,荔湾,619.7,49929,3室1厅 124平米 北 精装 低楼层 共24层 2005年建,31人关注 5天前发布,https://example.com/house_12557,多宝路
南岗花园 3室1厅 85平米,黄埔区,黄埔,370.0,43494,3室1厅 85平米 北 精装 低楼层 共28层 2018年建,16人关注 6天前发布,https://example.com/house_12558,南岗花园
龙津路小区 4室1厅 100平米,荔湾区,荔湾,434.5,43382,4室1厅 100平米 东南 豪装 中楼层 共14层 2000年建,18人关注 24天前发布,https://example.com/house_12559,龙津路小区
同德花园 3室2厅 127平米,白云区,白云,499.5,39455,3室2厅 127平米 东南 简装 高楼层 共34层 2015年建,26人关注 25天前发布,https://example.com/house_12560,同德花园
署前路小区 2室1厅 69平米,越秀区,越秀,359.5,52383,2室1厅 69平米 南 豪装 低楼层 共14层 1992年建,15人关注 84天前发布,https://example.com/house_12561,署前路小区
太和花园 2室1厅 99平米,白云区,白云,371.5,37622,2室1厅 99平米 南北 精装 中楼层 共34层 2016年建,16人关注 46天前发布,https://example.com/house_12562,太和花园
化龙花园 4室1厅 131平米,番禺区,番禺,392.3,29901,4室1厅 131平米 南北 精装 中楼层 共16层 1997年建,21人关注 29天前发布,https://example.com/house_12563,化龙花园
南洲花园 5室1厅 132平米,海珠区,海珠,703.8,53224,5室1厅 132平米 东南 精装 中楼层 共22层 2012年建,28人关注 22天前发布,https://example.com/house_12564,南洲花园
石井花园 2室1厅 77平米,白云区,白云,322.8,41762,2室1厅 77平米 东南 简装 高楼层 共28层 1998年建,18人关注 1天前发布,https://example.com/house_12565,石井花园
永泰花园 2室1厅 59平米,白云区,白云,210.1,35546,2室1厅 59平米 东南 精装 高楼层 共26层 2013年建,9人关注 58天前发布,https://example.com/house_12566,永泰花园
棠下小区 1室1厅 56平米,天河区,天河,326.9,58715,1室1厅 56平米 西 豪装 高楼层 共21层 2016年建,15人关注 20天前发布,https://example.com/house_12567,棠下小区
中山八路 4室2厅 170平米,荔湾区,荔湾,812.7,47865,4室2厅 170平米 西南 精装 低楼层 共18层 2017年建,39人关注 64天前发布,https://example.com/house_12568,中山八路
骏景花园 2室1厅 74平米,天河区,天河,530.0,71512,2室1厅 74平米 北 简装 中楼层 共23层 2007年建,23人关注 12天前发布,https://example.com/house_12569,骏景花园
钟村花园 3室1厅 84平米,番禺区,番禺,285.8,33855,3室1厅 84平米 西北 简装 中楼层 共14层 2020年建,11人关注 9天前发布,https://example.com/house_12570,钟村花园
南岗花园 1室1厅 56平米,黄埔区,黄埔,216.5,38571,1室1厅 56平米 南北 精装 高楼层 共32层 2006年建,12人关注 54天前发布,https://example.com/house_12571,南岗花园
体育西路小区 3室1厅 83平米,天河区,天河,572.7,68630,3室1厅 83平米 东 豪装 低楼层 共20层 2008年建,22人关注 70天前发布,https://example.com/house_12572,体育西路小区
骏景花园 1室1厅 53平米,天河区,天河,320.5,59984,1室1厅 53平米 南北 豪装 高楼层 共20层 1999年建,21人关注 5天前发布,https://example.com/house_12573,骏景花园
芳村花园 5室1厅 233平米,荔湾区,荔湾,931.8,39990,5室1厅 233平米 南 豪装 低楼层 共24层 2000年建,56人关注 10天前发布,https://example.com/house_12574,芳村花园
二沙岛花园 3室1厅 106平米,越秀区,越秀,572.3,54057,3室1厅 106平米 东 简装 中楼层 共17层 2016年建,33人关注 9天前发布,https://example.com/house_12575,二沙岛花园
体育西路小区 4室1厅 229平米,天河区,天河,1364.2,59572,4室1厅 229平米 南 精装 中楼层 共13层 2010年建,66人关注 60天前发布,https://example.com/house_12576,体育西路小区
陈家祠花园 5室1厅 155平米,荔湾区,荔湾,827.1,53444,5室1厅 155平米 南 简装 高楼层 共14层 2016年建,41人关注 47天前发布,https://example.com/house_12577,陈家祠花园
客村花园 2室1厅 102平米,海珠区,海珠,429.7,42210,2室1厅 102平米 南 简装 低楼层 共8层 2015年建,16人关注 24天前发布,https://example.com/house_12578,客村花园
龙口西小区 4室1厅 124平米,天河区,天河,669.6,53943,4室1厅 124平米 南北 豪装 高楼层 共16层 2012年建,32人关注 24天前发布,https://example.com/house_12579,龙口西小区
夏园花园 2室1厅 75平米,黄埔区,黄埔,294.4,39109,2室1厅 75平米 北 精装 低楼层 共32层 2021年建,17人关注 14天前发布,https://example.com/house_12580,夏园花园
大石花园 3室1厅 61平米,番禺区,番禺,174.2,28406,3室1厅 61平米 东南 精装 中楼层 共11层 1994年建,7人关注 44天前发布,https://example.com/house_12581,大石花园
广园路小区 2室1厅 71平米,白云区,白云,225.9,31981,2室1厅 71平米 南北 精装 高楼层 共28层 1997年建,7人关注 36天前发布,https://example.com/house_12582,广园路小区
大沙地 4室1厅 147平米,黄埔区,黄埔,577.9,39411,4室1厅 147平米 东北 精装 低楼层 共34层 2005年建,37人关注 5天前发布,https://example.com/house_12583,大沙地
淘金家园 2室1厅 86平米,越秀区,越秀,511.5,59322,2室1厅 86平米 西 精装 低楼层 共7层 2011年建,22人关注 7天前发布,https://example.com/house_12584,淘金家园
建设六马路 3室1厅 139平米,越秀区,越秀,930.7,67023,3室1厅 139平米 南北 简装 低楼层 共16层 2002年建,43人关注 17天前发布,https://example.com/house_12585,建设六马路
广州大道花园 3室2厅 93平米,越秀区,越秀,549.6,59107,3室2厅 93平米 北 精装 高楼层 共8层 2001年建,29人关注 24天前发布,https://example.com/house_12586,广州大道花园
石井花园 4室1厅 115平米,白云区,白云,366.3,31878,4室1厅 115平米 南 简装 中楼层 共34层 2007年建,16人关注 7天前发布,https://example.com/house_12587,石井花园
